"patent_id"	"latin_name"	"plant_variety"
"PP32425"	"Isotoma axillaris"	"Isopapi"
"PP20785"	"Ptilotus exaltatus"	"Platinum Wallaby"
"PP31335"	"Anthurium andraeanum L."	"ANTHAMYO"
"PP25989"	"Pedilanthus macrocarpus"	"Chilly Willy"
"PP30762"	"Thuja plicata"	"SMNTPGF"
"PP20290"	"Lantana camara"	"Balandplo"
"PP18816"	"Prunus persica"	"NEPTUNE I"
"PP30536"	"Rosa hybrid"	"Poulcas054"
"PP15482"	"Rosa hybrida"	"POULyc007"
"PP31539"	"Petunia hybrid"	"DPETCPGEM"
"PP32357"	"Hydrangea macrophylla"	"H218920"
"PP29778"	"Magnolia figo"	"Stellar Ruby"
"PP29034"	"Penstemon hartwegii"	"Barpenpeppin"
"PP32577"	"Prunus persica (L.) Batsch"	"NSRED15265"
"PP20407"	"Angelonia angustifolia"	"Car Purr09"
"PP16027"	"Campanula hybrid"	"Purple Sensation"
"PP22690"	"Sedum hybrid"	"Plum Perfection"
"PP33147"	"Phalaenopsis hybrid"	"PHALINVIS"
"PP19980"	"Kalanchoe blossfeldiana×Kalanchoe laciniata"	"Purple Jodie"
"PP19781"	"Impatiens walleriana"	"DANMU24"
"PP16196"	"Pelargonium domesticum"	"Surfing Lilac"
"PP20784"	"Fuchsia×hybrida"	"Sanifhoho"
"PP31253"	"Campanula poscharskyana"	"PSDBH15701"
"PP22445"	"Solenostemon scutellarioides"	"Mos Lavred"
"PP24724"	"Rosa hybrida"	"PEJamore"
"PP36118"	"Hydrangea paniculata"	"Bailpantwo"
"PP18933"	"Echinacea (purpurea×paradoxa)"	"Raspberry Tart"
"PP32285"	"Phalaenopsis hybrid"	"PHALGOPXO"
"PP34637"	"Fragaria x ananassa"	"Ashley Jay"
"PP32510"	"Hydrangea macrophylla"	"SCHROLL122-11-01a"
"PP24225"	"Rosa hybrid"	"Poulcas034"
"PP21609"	"Dianthus gratianopolitanus"	"Bedazzled"
"PP29523"	"Dahlia hybrida"	"BKDAMRD"
"PP18150"	"Sutera cordata"	"DANCOP15"
"PP31299"	"Medinilla hybrid"	"ROYAL GLOW"
"PP15957"	"Prunus incana×Prunus tomentosa"	"VSV-1"
"PP19195"	"Nemesia hybrida"	"Inuppear"
"PP31812"	"Pelargonium zonale"	"KLEPZ18547"
"PP23844"	"Nemesia hybrida"	"Finemangstraw"
"PP22804"	"Gerbera hybrida"	"Garlisa"
"PP29479"	"Zinnia marylandica X Zinnia haageana"	"G13165"
"PP33655"	"Citrus reticulata"	"Star Cott 3"
"PP20163"	"Pelargonium×hortorum"	"Duesavlaspla"
"PP28746"	"Asplenium antiquum"	"VITASPHUR"
"PP35162"	"Anthurium andraeanum L."	"AN2112420"
"PP24344"	"Dianthus×hybrida"	"WP10 ELE04"
"PP15856"	"Convolvulus sabatius"	"Sumcov 01"
"PP19430"	"Rubus ideaus L."	"Georgia"
"PP32169"	"Stachys officinalis"	"Summer Sweets"
"PP18770"	"Rosa hybrida"	"WEKvoosun"
"PP32373"	"Panicum virgatum (L.)"	"Gunsmoke"
"PP17153"	"Heuchera ((sanguinea×cylindrica)×sanguinea)"	"Blood Red"
"PP19067"	"Lobelia erinus"	"Tech Helitbule"
"PP21753"	"Impatiens×hybrida"	"SAKIMP017"
"PP24202"	"Alstroemeria hybrida"	"Tesdoba"
"PP21986"	"Solenostemon scutellarioides"	"Mos Thimint"
"PP30192"	"Chrysanthemum X morifolium"	"GED17LIV7P"
"PP32664"	"Rosa hybrid"	"Poulcas060"
"PP20537"	"Echinacea purpurea"	"Meringue"
"PP34935"	"Prunus avium (L.) L."	"‘Prim 19’"
"PP23410"	"Heliopsis helianthoides var. scabra"	"Summer Green"
"PP33186"	"Phalaenopsis hybrid"	"PHALKEDHY"
"PP27344"	"Osteospermum ecklonis Norl."	"KLEOE14243"
"PP29247"	"Begonia×hiemalis"	"Bkpbeeas"
"PP22371"	"Dianthus caryophyllus"	"Hilcati"
"PP16369"	"Prunus sp."	"Plumsweet V"
"PP22844"	"Bacopa hybrid"	"Duebahlabu"
"PP16999"	"Chrysanthemum×morifolium"	"Yoidea"
"PP24209"	"Vaccinium sp. L hybrid"	"Perpetua"
"PP33818"	"Chrysanthemum X morifolium"	"G22KOK10PU"
"PP25180"	"Liriope muscari"	"ET-LIR 1"
"PP25732"	"Buddleja davidii"	"Bosjerry"
"PP32393"	"Juniperus communis"	"SMNJCB"
"PP21588"	"Spiraea fritschiana×Spiraea japonica"	"Tracy"
"PP32023"	"Allium hybrid (Linnaeus)"	"Serendipity"
"PP29257"	"Saxifraga×arendsii"	"SAXZ0016"
"PP33547"	"Prunus persica (L.) Batsch"	"CAKEPOP"
"PP24353"	"Calibrachoa sp."	"USCAL5302M"
"PP29070"	"Miscanthus sinensis (Andersson)"	"Encore"
"PP27140"	"Solenostemon scuttelarioides"	"UF12-30-6"
"PP18234"	"Helenium hybrida"	"Ruby Tuesday"
"PP22084"	"Petunia×hybrida"	"RF13872"
"PP29058"	"Hydrangea macrophylla"	"Hortfire"
"PP32229"	"Petunia X hybrida"	"Dopetsurmona"
"PP28100"	"Allium hybrid"	"Windy City"
"PP36349"	"Hibiscus rosa-sinensis"	"Peach Ripple Wind"
"PP23799"	"Prunus persica"	"Sitka"
"PP19210"	"Phlox paniculata"	"Pure Feelings"
"PP34181"	"Prunus avium"	"Jonred V"
"PP18423"	"Dahlia hybrida"	"Melody Harmony"
"PP31556"	"Lagerstroemia indica ‘JM6’"	"JM6"
"PP24293"	"Penstemon hybrid"	"Watermelon Taffy"
"PP30916"	"Camellia sasanqua"	"GNC CAM1"
"PP20745"	"Vitis hybrid (Vitis labrusca L.×Vitis vinifera L.)"	"A-2640"
"PP27853"	"Pelargonium zonale"	"Duebezfubuimp"
"PP29317"	"Prunus avium (L.) L."	"REDLAM"
"PP31128"	"Eupatorium maculatum"	"Summer Snow"
"PP18099"	"Impatiens hawkeri"	"Ingrosab"
"PP21600"	"Neoregelia carolinae×Neoregelia princeps"	"Autumn Rain"
"PP31479"	"Hibiscus rosa-sinensis"	"Lanchippewa"
"PP29139"	"Astroloba spiralis"	"OVASDINO"
"PP28735"	"Verbena hybrida"	"VEAZ0029"
"PP20581"	"Ilex vomitoria"	"Scarlet's Peak"
"PP17536"	"Dianthus caryopyllus"	"Yoder Joy"
"PP25221"	"Rudbeckia hirta×Echinacea purpurea"	"ET-RDB 01"
"PP25870"	"Michelia yunnanensis×doltsopa"	"MICJUR05"
"PP21464"	"Pennisetum purpureum×[Pennisetum glaucum×(Pennisetum purpureum×Pennisetum squamulatum)]"	"Tift-17"
"PP31281"	"Heuchera hybrid"	"Spearmint"
"PP17645"	"Petunia cornuta"	"Sunsurfgigabu"
"PP30501"	"Vanda spp. Jones ex R. Br."	"SPCDW1609"
"PP28199"	"Rosa hybrid"	"Poulpal064"
"PP25411"	"Hydrangea macrophylla"	"H211904"
"PP29269"	"Euphorbia pulcherrima"	"EURZ0003"
"PP16018"	"Calibrachoa sp."	"01C-J-4"
"PP22555"	"Euphorbia pulcherrima"	"SYEP23203"
"PP31061"	"Caladium X hortulanum"	"Tickle Me Pink"
"PP24067"	"Astrantia spp. hybrid"	"Star of Treasure"
"PP18436"	"Eryngium planum"	"Little Blue Wonder"
"PP31800"	"Ipomoea batatas"	"Balsotowlim"
"PP27327"	"Prunus salicina"	"Suplumfifty"
"PP27381"	"Mandevilla hybrida"	"Sunparabuho"
"PP30095"	"Berberis thunbergii"	"UCONNBTCP4N"
"PP21956"	"Canna generalis"	"Can Do Pink"
"PP19711"	"Euphorbia pulcherrima"	"ATN VW7"
"PP19867"	"Zantedeschia sp."	"Merlot BLZ"
"PP23256"	"Fragaria ananassa"	"BG-3.324"
"PP16396"	"Ananas comosus"	"P-1972"
"PP26716"	"Hibiscus rosa-sinensis"	"Multi Tropic Red"
"PP35126"	"Hydrangea x macrophylla"	"CAMCHO45"
"PP29147"	"Malus×domestica"	"MAIA8"
"PP26940"	"Pelargonium zonale×Pelargonium peltatum"	"Duevoreilac"
"PP19496"	"Gaura lindheimeri×Gaura coccinea"	"Star Pink"
"PP34545"	"Hydrangea paniculata"	"‘COUHARIE’"
"PP24108"	"Hibiscus hybrid (L.)"	"My Valentine"
"PP35062"	"Gentiana L. hybrid"	"Ashiro 29-2005"
"PP25602"	"Echinacea purpurea×Echinacea tennesseensis"	"Meditation"
"PP23332"	"Dahlia variabilis"	"MYSTIC ENCHANTMENT"
"PP35132"	"Pelargonium interspecific"	"PEQZ0098"
"PP23668"	"Interspecific Prunus species"	"Glory Red"
"PP15587"	"Crocosmia×hybrida"	"Walrhead"
"PP20738"	"Viola×williamsii"	"Flovelbl"
"PP23212"	"Weigela florida"	"Sunset"
"PP21018"	"Calibrachoa hybrid"	"KLECA08182"
"PP28492"	"Zoysia matrella (L.) Merr."	"M66"
"PP21562"	"Rhododendron hybrida"	"RLH1-1P2"
"PP17844"	"Rosa hybrida"	"JENfour"
"PP26740"	"Dianthus sp."	"KLEDG13158"
"PP19381"	"Vaccinium corymbosum"	"FLX-2"
"PP32670"	"Syringa vulgaris"	"G13103"
"PP29413"	"Anthurium andreanum L."	"ANTHEVEX"
"PP33278"	"Petunia X hybrida"	"BBTUN93201"
"PP31765"	"Rudbeckia hirta X Rudbeckia hybrida"	"ET RDB 603"
"PP31992"	"Vitis spp."	"SV22-88e-124"
"PP21619"	"Malcolmia maritima"	"Sunmalpin"
"PP18557"	"Heuchera hybrid"	"Raspberry Ripple"
"PP33313"	"Phalaenopsis hybrid"	"PHALHAKAK"
"PP23397"	"Prunus persica L. Batsch var. nucipersica"	"NECTATINTO"
"PP32558"	"Petunia hybrida"	"KLEPH19412"
"PP26142"	"Pelargonium zonale"	"Duetemezle"
"PP16532"	"Fuchsia×hybrida"	"Rose Quartet"
"PP16772"	"Calibrachoa sp."	"Cal Rostar"
"PP20284"	"Astrantia hybrid"	"Star of Fire"
"PP31055"	"Pelargonium zonale"	"KLEPZ17434"
"PP23019"	"Echinacea spp."	"Amazing Dream"
"PP18737"	"Dianella tasmanica"	"TR20"
"PP28221"	"Buddleia davidii"	"Lavender Cupcake"
"PP26708"	"Fragaria×ananassa Duch."	"Grenada"
"PP24639"	"Malus domestica"	"B. Thome Gala"
"PP19457"	"Rosa hybrida"	"KORfloci04"
"PP30074"	"Leucanthemum x superbum (L. Burbank)"	"Cream Puff"
"PP18924"	"Chrysanthemum×morifolium"	"Yowilma"
"PP20058"	"Dicentra×hybrida"	"Rekka"
"PP25771"	"Verbena hybrida"	"Duempflapich"
"PP27595"	"Clematis hybrid"	"TRA73"
"PP33196"	"Aloe aculeata"	"EC-ALAC-2001"
"PP21721"	"Vaccinium corymbosum hybrid"	"F126"
"PP33987"	"Calibrachoa sp."	"KLECA20538"
"PP31545"	"Kniphofia hybrid"	"Orange Blaze"
"PP34894"	"Chrysanthemum X morifolium"	"‘DLFDORO3’"
"PP35080"	"Cercis canadensis"	"NC2014-10"
"PP18487"	"Petunia×hybrida"	"Sunsurfmictrout"
"PP19095"	"Lobelia erinus"	"Wesloblue"
"PP18622"	"Euphorbia pulcherrima"	"Duemetro"
"PP32395"	"Philadelphus coronarius"	"SMNPBD"
"PP32475"	"Chrysanthemum x morifolium"	"Zanmutrick"
"PP28989"	"Rosa hybrida"	"KORpot060"
"PP29024"	"Aloe aristata"	"AMIAL1620"
"PP28985"	"Echeveria hybrid"	"Fireglow"
"PP22492"	"Prunus persica var. nucipersica"	"ASFNBF0688"
"PP32878"	"Interpsecific Prunus species"	"Sangria Red"
"PP22811"	"Rosa hybrida"	"KORpot022"
"PP32660"	"Sutera cordata"	"WINSUSNOGB"
"PP31060"	"X Mangave times Agave ovatifolia"	"Whale Tale"
"PP31959"	"Prunus salicina"	"Blackred VII"
"PP36299"	"Citrus limon"	"PLBA1"
"PP30558"	"Craspedia globosa"	"DCRAGOLFBY"
"PP30424"	"Vitis interspecific hybrid"	"IFG Thirty"
"PP24803"	"Heuchera×hybrida"	"Carnival Watermelon"
"PP30115"	"Echinacea x hybrida"	"Balsomold"
"PP15809"	"Prunus salicina"	"Yummy®gem"
"PP30207"	"Rosa hybrida"	"MEIZOLNIL"
"PP22018"	"Helleborus×nigercors"	"COSEH 750"
"PP20810"	"Alstroemeria hybrida"	"Zalsasaq"
"PP34689"	"Baptisia hybrid"	"Burgundy Blast"
"PP22988"	"Rosa hybrida"	"Radfragwhite"
"PP18602"	"Humulus lupulus L."	"BRAVO"
"PP18039"	"Humulus Lupulus L"	"Summit"
"PP32717"	"Rosa hybrida"	"Poulpah096"
"PP34029"	"Impatiens hawkeri"	"Dongirolre"
"PP25688"	"Rosa hybrida"	"KORmaccap"
"PP30363"	"Chrysanthemum X morifolium"	"GED18ARL6V"
"PP16337"	"Osteospermum ecklonis"	"Oste Lightpur"
"PP26990"	"Rubus subgenus Rubus Watson"	"APF-153T"
"PP16041"	"Alstroemeria hybrida"	"Zalsacrea"
"PP32579"	"Fragaria x ananassa"	"Bravura"
"PP35513"	"Lavandula stoechas"	"Anouk Deluxe 1945"
"PP17082"	"Sutera cordata"	"Blisch"
"PP34367"	"Sansevieria sp."	"OSV Sans 013"
"PP33919"	"Acer palmatum"	"SONKOOT9"
"PP31481"	"Phalaenopsis hybrid"	"PHALFESFI"
"PP31998"	"Hydrangea macrophylla"	"H218924"
"PP23067"	"Penstemon schmidel"	"Purple Riding Hood"
"PP17798"	"Phygelius hybrida"	"Passionate"
"PP19421"	"Ipomoea batatas"	"Kyuikukan 3"
"PP21154"	"Prunus persica var. nucipersica"	"Nectarreve"
"PP35067"	"Polemonium pulcherrimum"	"‘Golden Feathers’"
"PP22052"	"Chrysanthemum×morifolium"	"Power Rosé"
"PP26601"	"Rhododendron hybrida"	"UMNAZ 502"
"PP31439"	"Astilbe chinensis"	"Harvandermeerrubyred"
"PP27840"	"Hibiscus syriacus"	"MINDOUB1"
"PP24637"	"Vaccinium corymbosum hybrid"	"ZF05-196"
"PP26464"	"Phalaenopsis hybrida"	"FLOR239431"
"PP27772"	"Pyrus communis L."	"CH201"
"PP31100"	"Heuchera hybrid"	"High Hopes"
"PP33906"	"Phalaenopsis hybrida"	"Sandman"
"PP17822"	"Rosa hybrida"	"WEKsproulses"
"PP18293"	"Prunus pesica"	"nucipersica"
"PP31207"	"Gardenia augusta"	"PARCUP"
"PP20898"	"Begonia pendula×Begonia boliviensis"	"Encanto Orange"
"PP35269"	"Clematis viticella"	"Evipo115"
"PP32201"	"Calibrachoa X hybrida"	"Docalhusopin 19"
"PP23649"	"Malus Domestica"	"DS 3"
"PP27720"	"Euphorbia pulcherrima Willd. ex Klotzsch×Euphorbia cornastra"	"Bonpri 9172"
"PP25855"	"Begonia rex-cultorum"	"Aurora"
"PP24977"	"Lagerstroemia: L. indica×L. fauriei×L. limii. ‘Arapaho’×L. unknown"	"Crapemyrtle CREC-0052"
"PP25446"	"Phalaenopsis hybrid"	"PHALDAQDAQ"
"PP17930"	"Verbena hybrida"	"KLEVE04341"
"PP30438"	"Begonia x hiemalis"	"KRILORW01"
"PP30748"	"Hosta hybrid (Tratt.)"	"Etched Glass"
"PP18242"	"Impatiens hawkeri"	"Ingmulros"
"PP19973"	"Euphorbia pulcherrima"	"Dueearlyglory"
"PP27505"	"Polyspora longicarpa"	"MonSaPaRuby"
"PP28323"	"Vanda spp. Jones ex R. Br."	"SPCDW1407"
"PP28946"	"Echinopsis hybrida"	"Flambeau"
"PP15644"	"Calibrachoa species"	"Kakegawa S71"
"PP24426"	"Verbena×hybrida"	"KLEVP12446"
"PP31604"	"Rosa hybrid"	"Poulpal069"
"PP26078"	"Sedum telephium (Syn. Hylotelephium telephium)"	"Touchdown Teak"
"PP34732"	"Senecio cruentus"	"Sene Niregoku"
"PP18561"	"Acer Palmatum var. dissectum"	"Garnet Tower"
"PP28561"	"Impatiens hawkeri"	"DHARWHITE"
"PP31580"	"Fragaria xananassa Duchesne"	"American Aroma 10"
"PP27147"	"Vitis interspecific hybrid"	"IFG Twenty-two"
"PP27930"	"Acer grandidentatum"	"JFS-NuMex 3"
"PP35119"	"Hebe hybrid"	"HL1802005"
"PP18432"	"Calibrachoa sp."	"USCALI223-1"
"PP30141"	"Rosa hybrida"	"Meitraligh"
"PP32416"	"Vaccinium corymbosum hybrid"	"ZZ04062"
"PP30496"	"Anemone L."	"Macane017"
"PP26661"	"Veronica spicata"	"Novaverlig"
"PP28409"	"Buddleia davidii"	"UCONNBD599"
"PP20084"	"Fuchsia×hybrida"	"Goetzimpro"
"PP31991"	"Rubus idaeus L."	"Dafne"
"PP29359"	"Dahlia variabilis"	"Baldenink"
"PP21837"	"Prunus persica (L.) Batsch"	"UFGlo"
"PP34036"	"Calibrachoa parviflora"	"Docalhugome"
"PP16100"	"Campanula cochleariifolia×Campanula fragilis"	"Bencamp 46"
"PP34590"	"Lavandula angustifolia"	"Dolavladietel"
"PP17923"	"Verbena hybrida"	"Duefarhoro"
"PP28305"	"Stokesia laevis"	"Synstokhar"
"PP32632"	"Chrysanthemum X morifolium"	"DLFCHIA4"
"PP20179"	"Bougainvillea libertatis"	"Liberty Flame"
"PP24543"	"Solenostemon scutellarioides"	"Balconisp"
"PP18525"	"Impatiens hawkeri"	"Odyachilles"
"PP16314"	"Neirembergia hippomanica"	"Blue Eye"
"PP28689"	"Salvia nemorosa"	"Bareulbpeedlas"
"PP18123"	"Calibrachoa sp."	"Dancalmidblu"
"PP30197"	"Echeveria lilacina"	"OVPEARLS02"
"PP22578"	"Digitalis purpurea subsp. heywoodii×Digitalis purpurea alba peloric form′"	"Wedding Bells"
"PP31746"	"Vitis interspecific hybrid"	"IFG Forty-two"
"PP18198"	"Lobelia erinus"	"Lobantis"
"PP22046"	"Solenostemon scutellarioides"	"Mos Amagren"
"PP25520"	"Angelonia angustifloria"	"DALON11"
"PP31754"	"Achillea hybrid"	"Sassy Summer Silver"
"PP17263"	"Impatiens walleriana"	"Immichero"
"PP31954"	"Haworthia limifolia x Gasteria sp."	"AMIHAW1811"
"PP19969"	"Rosa hybrida"	"BAInce"
"PP28076"	"Malus domestica Borkh"	"MAKALI"
"PP25004"	"Rosa hybrida"	"KORpot028"
"PP20920"	"Chaenomeles speciosa"	"Pink Storm"
"PP35421"	"Prunus dulcis"	"PY1"
"PP19358"	"Lantana camara"	"Balandimpea"
"PP16224"	"(Verbascum phoeniceum×V. dumulosum)×V. phoeniceum"	"Sugar Plum"
"PP31816"	"Crassula arborescens subsp. undilatifolia"	"OVWOODS01"
"PP23842"	"Arenaria montana"	"AMOZ0001"
"PP32886"	"Pelargonium peltatum"	"Pacvint"
"PP21963"	"Tiarella cordifolia"	"Wissahickon"
"PP17612"	"Lantana camara"	"Monike"
"PP27855"	"Petunia hybrida"	"KLEPH15261"
"PP33304"	"Rosa hybrida"	"NOA16079"
"PP26805"	"Dianthus sp."	"KLEDG13160"
"PP35158"	"Fragaria x ananassa"	"DrisStrawOneHundredOne"
"PP28344"	"Quercus nuttallii"	"Ochlocknee"
"PP29108"	"Chrysanthemum×morifolium"	"CIFZ0046"
"PP35696"	"Fatsia polycarpa"	"HBFP03"
"PP31279"	"Hypsizygus marmoreus (Peck) Bigelow"	"Marmo22go"
"PP26928"	"Hydrangea paniculata"	"Kolmavesu"
"PP16765"	"Chrysanthemum morifolium"	"Lilac Tension"
"PP25295"	"Dahlia×hybrida"	"KLEDH11031"
"PP25924"	"Veronica hybrid"	"Bicolor Explosion"
"PP16395"	"Chrysanthemum×morifolium"	"Sunny Yokristen"
"PP21315"	"Malus domestica Borkh."	"Jugala"
"PP18551"	"Heuchera hybrid"	"Midnight Rose"
"PP31734"	"Petunia x atkinsiana"	"KERPICOT"
"PP32881"	"Hydrangea paniculata"	"HP219902"
"PP23367"	"Chrysanthemum×morifolium Ramat."	"Zanmuflamincran"
"PP29045"	"Rosa hybrida"	"ESM R186"
"PP27727"	"Petunia×hybrida"	"USTUN69002"
"PP29183"	"Begonia×hiemalis"	"Bkpbechl"
"PP25669"	"Echinacea hybrid"	"Orpass"
"PP18122"	"Petunia hybrida Vilm."	"Sunsurfcopasaku"
"PP23798"	"Prunus avium (L.) L."	"RUBILAM"
"PP30044"	"Hydrangea macrophylla"	"Hortmagitri"
"PP27366"	"Rosa hybrida"	"Hornimrod"
"PP30669"	"Baptisia hybrid"	"Pink Lemonade"
"PP29040"	"Rosa L."	"RNF Pink 02"
"PP23365"	"Chrysanthemum×morifolium Ramat"	"Zanmubella"
"PP26516"	"Calibrachoa×hybrida"	"PAS1020308"
"PP20177"	"Elaeagnus×ebbingei"	"Viveleg"
"PP34449"	"Petunia hybrida"	"‘PEHY0060’"
"PP30562"	"Gaura lindheimeri"	"DGAUR137"
"PP27521"	"Rhododendron hybrid"	"Lazamoropi"
"PP29681"	"Veronica hybrid"	"Pink Potion"
"PP20427"	"Pelargonium grandiflorum"	"Camred"
"PP19786"	"Sutera cordata"	"Dancop26"
"PP17761"	"Campanula hybrid"	"Royal Wave"
"PP20219"	"Chrysanthemum×morifolium"	"Brilliant Yotiffany"
"PP20119"	"Petunia"	"KLEPH07145"
"PP32728"	"Dahlia x hybrida"	"KLEDH18119"
"PP24018"	"Dianthus×hybrida"	"WP10 XAV04"
"PP19650"	"Ozothamnus diosmifolius"	"40-24"
"PP36147"	"Impatiens hawkeri"	"DNGISLPROR"
"PP22409"	"Chrysanthemum×morifolium"	"Yellow Pamplona Jogger"
"PP26183"	"Lagerstroemia hybrid"	"PIILAG-VI"
"PP21826"	"Chrysanthemum×morifolium"	"Dekcavallini"
"PP30551"	"Malus domestica"	"YCP"
"PP23418"	"Malus domestica"	"PLUMAC"
"PP25173"	"Phalaenopsis hybrid"	"Starshine"
"PP19018"	"Aster hybrida"	"Yopeter the Third"
"PP20061"	"Calathea loesenerii×Calathea roseopicta"	"TWYCA0026"
"PP27520"	"Prunus persica var. nucipersica"	"Polar Zee"
"PP34202"	"Echinacea hybrid"	"Tanager"
"PP25029"	"Vanda hybrid"	"SPCDW1103"
"PP22092"	"Ajuga reptans"	"Blueberry Muffin"
"PP23977"	"Canna americanallis"	"B Marley"
"PP19759"	"Quercus virginiana"	"FBQV1"
"PP36364"	"Heliopsis helianthoides"	"VAR006"
"PP32038"	"Begonia boliviensis"	"Dobegicpororan"
"PP21648"	"Petunia×hybrida"	"Balsunbur"
"PP28586"	"Clematis viticella"	"Evipo050"
"PP22362"	"Physocarpus opulifolius"	"Podaras 3"
"PP19236"	"Pelargonium peltatum"	"Duepared"
"PP19402"	"Kalanchoe blossfeldiana"	"Don Martino"
"PP29690"	"Gypsophila paniculata"	"DGYPXLMU"
"PP15496"	"Prunus persica"	"Calara"
"PP16109"	"Impatiens hawkeri"	"Visinfscar"
"PP31295"	"Fragaria x ananassa"	"Octavia (a.k.a. ‘108991’"
"PP29688"	"Pelargonium x hortorum"	"Pacchogi"
"PP35205"	"Fragaria x ananassa"	"Malling Ace"
"PP36153"	"Anthurium andreanum"	"AN2143048"
"PP29950"	"Carex hybrida"	"ET CRX02"
"PP28155"	"Chrysanthemum×morifolium"	"Miora Orange"
"PP27464"	"Festuca arundinacea"	"KT12"
"PP22544"	"Mandevilla hybrida"	"Alegnuflor704"
"PP35557"	"Coprosma repens"	"ALDAWN"
"PP24427"	"Phalaenopsis hybrid"	"Montecito"
"PP34546"	"Hydrangea paniculata"	"COUSTAR02"
"PP31833"	"Veronica spicata"	"Balmoomaui"
"PP24201"	"Chrysanthemum×morifolium"	"Amiko Bronze"
"PP25683"	"Poa pratensis L."	"NE-KYB-05-001"
"PP24793"	"Gerbera hybrida"	"UFGE 7031"
"PP16288"	"Impatiens hybrida"	"Balfafblus"
"PP36333"	"Fragaria x ananassa Duchesne ex Rozier"	"CIVH413"
"PP36016"	"Petunia X hybrida"	"WNPETSTPER23"
"PP17800"	"Aconitum carmichaelii"	"Cloudy"
"PP31213"	"Phalaenopsis hybrid"	"PHALFLOXIM"
"PP20465"	"Camellia sasanqua"	"Green 94-035"
"PP28992"	"Rosa hybrida"	"LIMbird"
"PP31578"	"Rubus idaeus L."	"Plapink 0740"
"PP35940"	"Impatiens hawkeri"	"Dongipetfir 23"
"PP15968"	"Hydrangea macrophylla"	"Claudie"
"PP17594"	"Verbena hybrida"	"Sunmarivani"
"PP29585"	"Salvia x guaranitica"	"Rhythm and Blues"
"PP23471"	"Delosperma cooperi"	"Jewel of Desert Garnet"
"PP24517"	"Impatiens hawkeri"	"Fidimpmaxswepi"
"PP25686"	"×Heucherella hybrid"	"Honey Rose"
"PP25720"	"Gaura lindheimeri"	"GBAWH02-0"
"PP22763"	"Hibiscus rosa-sinensis"	"DUP-CRL"
"PP16159"	"Pelargonium×hortorum"	"Maestro Pink"
"PP18304"	"Kalanchoe blossfeldiana"	"Mona"
"PP18942"	"Eryngium planum"	"Paradise Jackpot"
"PP25727"	"Clematis hybrid"	"Vitiwester"
"PP25278"	"Leucanthemum hybrid"	"LDDWH02-2"
"PP17565"	"Impatiens hawkeri"	"Fisco Lipink"
"PP34261"	"Prunus persica"	"NCPeach-6"
"PP28471"	"Rhagodia spinescens"	"SAB01"
"PP23319"	"Chrysanthemum×morifolium"	"Bronze San Remo Runner"
"PP23875"	"Begonia×hiemalis"	"BBDRAGNE"
"PP16811"	"Calibrachoa sp."	"Sunbelkuropi"
"PP24935"	"Mandevilla sanderi"	"Duemalache"
"PP19908"	"Allamanda carthartica"	"Siam Snow"
"PP30627"	"Malus domestica"	"E756-36"
"PP32387"	"Salvia pratensis hybrid"	"Moulin Rouge"
"PP25591"	"Phalaenopsis hybrida"	"Romance"
"PP31458"	"Euphorbia pulcherrima Willd."	"LAZZPONEO"
"PP28913"	"Dahlia hybrida"	"BKDAMYL"
"PP31148"	"Fragaria ananassa"	"BG-9.3128"
"PP26612"	"Acer truncatum"	"Baby Dragon"
"PP28860"	"Hydrangea macrophylla"	"SK2DAMA"
"PP24772"	"Sedum hybrid"	"Eline"
"PP20887"	"Solenostemon scutellarioides"	"Witch Doctor"
"PP26409"	"Tillandsia hybrid."	"Duraant"
"PP34783"	"Chrysanthemum X morifolium"	"DLFETRW1"
"PP32174"	"Chrysanthemum x morifolium"	"CIDZ0096"
"PP28611"	"Impatiens hybrida hort"	"SAKIMP042"
"PP29102"	"Hibiscus rosa-sinensis"	"HIQ 16 PETIT"
"PP16839"	"Rhododendron simsii×Rhododendron obtusum"	"Carmen"
"PP31184"	"Helleborus x ericsmithii X Helleborus x hybridus"	"COSEH 5000"
"PP21156"	"Prunus persica var. nucipersica"	"Nectapi"
"PP21719"	"Vaccinium corymbosum L."	"FL02-40"
"PP18927"	"Chrysanthemum×morifolium"	"Yojacqueline"
"PP26119"	"Prunus persica"	"TexFirst"
"PP28110"	"Cotyledon hybrid"	"Mint Truffles"
"PP18677"	"Hypericum androsaemum"	"Verpeacla"
"PP27950"	"Zantedeschia sprengeri"	"Siberia"
"PP33613"	"Scaevola aemula"	"Bonsca 199"
"PP21625"	"Aster hybrida"	"ESM A002"
"PP28002"	"Aloe hybrid"	"Safari Rose"
"PP26816"	"Rosa hybrida"	"WEKyoopedko"
"PP29579"	"Hydrangea arborescens"	"KOLPINBEL"
"PP24075"	"Mandevilla Sanderi"	"Laniowa"
"PP17671"	"Sedum hybrid"	"Mr. Goodbud"
"PP16384"	"Chrysanthemum×morifolium"	"Golden Yoandrea"
"PP20410"	"Cistus×corbariensis"	"Rencis"
"PP18606"	"Osteospermum ecklonis"	"Sunny Dark Florence"
"PP24731"	"Bougainvillea×spectro-glabra"	"IREBABS3"
"PP18340"	"Fragaria xananassa Duchesne"	"Wendy"
"PP34079"	"xGasterloe beguinii"	"OVROCKS08"
"PP15832"	"Clematis viticella"	"EVIpo013"
