"","Name_submitted","Accepted_name","patent_id","plant_variety"
"1242","Juglans nigra L.","Juglans nigra","PP17358","Beineke 14"
"1243","Oenothera missouriensis","Oenothera macrocarpa subsp. macrocarpa","PP35065","Evening Sun"
"1244","Salvia microphylla Kunth","Salvia microphylla","PP29499","JEREMY"
"1245","Leucophyllum frutescens","Leucophyllum frutescens","PP33454","San Antonio Rose"
"1246","Leucophyllum frutescens","Leucophyllum frutescens","PP33638","GREHJS"
"1247","Itea virginiana","Itea virginica","PP33804","SMIHGRS"
"1248","Itea virginiana","Itea virginica","PP30233","SMNIVDFC"
"1249","Itea virginiana","Itea virginica","PP33549","SMNIVMM"
"1250","Fragaria x ananassa Duch.","Fragaria x ananassa","PP33285","A13-07"
"1251","Fragaria x ananassa Duch.","Fragaria x ananassa","PP32112","A13-72"
"1252","Fragaria x ananassa Duch.","Fragaria x ananassa","PP32137","A13-26"
"1253","Fragaria x ananassa Duch.","Fragaria x ananassa","PP32825","A13-71"
"1254","Fragaria x ananassa Duch.","Fragaria x ananassa","PP30213","Archer"
"1255","Fragaria x ananassa Duch.","Fragaria x ananassa","PP32078","A13-29"
"1256","Lippia canescens×Lippia nodiflora","Phyla nodiflora var. minor","PP29010","ECOLOPIA2"
"1257","Fragaria ananassa Duch.","Fragaria x ananassa","PP31451","Daniel"
"1258","Fragaria ananassa Duch.","Fragaria x ananassa","PP29793","CIVN260"
"1259","Fragaria ananassa Duch.","Fragaria x ananassa","PP23126","JOLY"
"1260","Gaillardia pulchella","Gaillardia pulchella","PP24393","DGAL7"
"1261","Gaillardia pulchella","Gaillardia pulchella","PP23833","DGAL902"
"1262","Gaillardia pulchella","Gaillardia pulchella","PP23242","DGAL901"
"1263","Gaillardia pulchella","Gaillardia pulchella","PP16649","Baltoredem"
"1264","Gaillardia pulchella","Gaillardia pulchella","PP15966","Baltoryell"
"1265","Gaillardia pulchella","Gaillardia pulchella","PP16125","Baltorflam"
"1266","Gaillardia pulchella","Gaillardia pulchella","PP23877","DGAL906"
"1267","Verbena canadensis","Verbena canadensis","PP15503","Miss Anne"
"1268","Stenotaphrum secundatum","Stenotaphrum secundatum","PP21280","NUF-76"
"1269","Stenotaphrum secundatum","Stenotaphrum secundatum","PP20696","Polaris"
"1270","Stenotaphrum secundatum","Stenotaphrum secundatum","PP21240","Polaris"
"1271","Stenotaphrum secundatum","Stenotaphrum secundatum","PP27538","PAL42"
"1272","Stenotaphrum secundatum","Stenotaphrum secundatum","PP16174","B12"
"1273","Stenotaphrum secundatum","Stenotaphrum secundatum","PP21603","MSA-31"
"1274","Rhus aromatica","Rhus aromatica","PP28669","Fine Textured Compact Select A"
"1275","Stenataphrum secundatum","Stenotaphrum secundatum","PP17095","TR 6-10"
"1276","Schizachyrium scoparium","Schizachyrium scoparium","PP27433","Smoke Signal"
"1277","Schizachyrium scoparium","Schizachyrium scoparium","PP28193","Good Vibrations"
"1278","Schizachyrium scoparium","Schizachyrium scoparium","PP20948","Carousel"
"1279","Schizachyrium scoparium","Schizachyrium scoparium","PP28194","Cinnamon Girl"
"1280","Schizachyrium scoparium","Schizachyrium scoparium","PP26335","Prairie Munchkin"
"1281","Schizachyrium scoparium","Schizachyrium scoparium","PP25202","Standing Ovation"
"1282","Schizachyrium scoparium","Schizachyrium scoparium","PP27432","Twilight Zone"
"1283","Schizachyrium scoparium","Schizachyrium scoparium","PP28033","Seasons in the Sun"
"1284","Schizachyrium scoparium","Schizachyrium scoparium","PP17310","MinnblueA"
"1285","Schizachyrium scoparium","Schizachyrium scoparium","PP31339","Chameleon"
"1286","Schizachyrium scoparium","Schizachyrium scoparium","PP33433","ECGSS"
"1287","Schizachyrium scoparium","Schizachyrium scoparium","PP36206","Brush Strokes"
"1288","Schizachyrium scoparium","Schizachyrium scoparium","PP28145","Blue Paradise"
"1289","Schizachyrium scoparium","Schizachyrium scoparium","PP32374","Ha Ha Tonka"
"1290","Schizachyrium scoparium","Schizachyrium scoparium","PP36359","Sandhill"
"1291","Polemonium reptans","Polemonium reptans","PP19768","Touch of Class"
"1292","Polemonium reptans","Polemonium reptans","PP28653","Polelodge"
"1293","Polemonium reptans","Polemonium reptans","PP35878","Hurricane Ridge"
"1294","Fragaria×ananassa Duch. (Fragaria L.)","Fragaria x ananassa","PP28250","YASMIN"
"1295","Fragaria×ananassa Duch. (Fragaria L.)","Fragaria x ananassa","PP22633","BARAK"
"1296","Quercus bicolor","Quercus bicolor","PP28342","Green Nova"
"1297","Quercus bicolor","Quercus bicolor","PP23632","JFS-KW12"
"1298","Heliopsis helianthoides","Heliopsis helianthoides","PP25524","Sunstruck"
"1299","Heliopsis helianthoides","Heliopsis helianthoides","PP36364","VAR006"
"1300","Heliopsis helianthoides","Heliopsis helianthoides","PP26608","Double Sunstruck"
"1301","Heliopsis helianthoides","Heliopsis helianthoides","PP29819","Inhelsodor"
"1302","Heliopsis helianthoides","Heliopsis helianthoides","PP18763","Tuscan Sun"
"1303","Heliopsis helianthoides","Heliopsis helianthoides","PP33733","Fire Twister"
"1304","Hesperaloe parviflora","Hesperaloe parviflora","PP28909","MSWNPerma"
"1305","Hesperaloe parviflora","Hesperaloe parviflora","PP34195","Stop Lights"
"1306","Hesperaloe parviflora","Hesperaloe parviflora","PP29626","Coral Glow"
"1307","Hesperaloe parviflora","Hesperaloe parviflora","PP21729","Perpa"
"1308","Hesperaloe parviflora","Hesperaloe parviflora","PP28910","MSWNPered"
"1309","Populus tremuloides","Populus tremuloides","PP27169","KMN01"
"1310","Populus tremuloides","Populus tremuloides","PP26575","Prairie Skyrise"
"1311","Quercus phellos","Quercus phellos","PP24837","Greenenvy"
"1312","Quercus phellos","Quercus phellos","PP35160","QPMTF2"
"1313","Quercus phellos","Quercus phellos","PP18321","QPSTB"
"1314","Quercus phellos","Quercus phellos","PP32879","TGO-GAL"
"1315","Quercus phellos","Quercus phellos","PP16444","RT3"
"1316","Quercus phellos","Quercus phellos","PP19922","QPSTJ"
"1317","Cornus florida","Cornus florida","PP29424","JN13"
"1318","Lobelia cardinalis","Lobelia cardinalis","PP25687","Black Truffle"
"1319","Lobelia cardinalis","Lobelia cardinalis","PP19844","Golden Torch"
"1320","Lobelia cardinalis","Lobelia cardinalis","PP21958","Fried Green Tomatoes"
"1321","Microsorium puncatatum","Microsorum punctatum","PP17420","VP005"
"1322","Heuchera villosa","Heuchera villosa","PP21775","Big Top Gold"
"1323","Heuchera villosa","Heuchera villosa","PP21774","Big Top Burgundy"
"1324","Heuchera villosa","Heuchera villosa","PP21776","Big Top Bronze"
"1325","Heuchera villosa","Heuchera villosa","PP17934","Citronelle"
"1326","Heuchera villosa","Heuchera villosa","PP16560","Caramel"
"1327","Heuchera villosa","Heuchera villosa","PP34898","Grateful Gathering"
"1328","Heuchera villosa","Heuchera villosa","PP35565","MS2020"
"1329","Salvia coccinea","Salvia coccinea","PP19453","DANSALCIN5"
"1330","Salvia coccinea","Salvia coccinea","PP19792","DANSALCIN1"
"1331","Physostegia virginiana","Physostegia virginiana","PP23482","Pink Manners"
"1332","Physostegia virginiana","Physostegia virginiana","PP29859","Nicauca"
"1333","Hypericum kalmianum","Hypericum kalmianum","PP20045","Deppe"
"1334","Hypericum kalmianum","Hypericum kalmianum","PP25795","SMHKBF"
"1335","Aster novi-belgii L.","Symphyotrichum novi-belgii","PP16749","Cefortuna"
"1336","Hydrangea arborescens","Hydrangea arborescens","PP35835","Hyso22"
"1337","Hydrangea arborescens","Hydrangea arborescens","PP30296","NCHA5"
"1338","Hydrangea arborescens","Hydrangea arborescens","PP20571","Abetwo"
"1339","Hydrangea arborescens","Hydrangea arborescens","PP20765","NCHA1"
"1340","Hydrangea arborescens","Hydrangea arborescens","PP28317","NCHA3"
"1341","Hydrangea arborescens","Hydrangea arborescens","PP35417","Bokodapi"
"1342","Hydrangea arborescens","Hydrangea arborescens","PP28280","NCHA4"
"1343","Hydrangea arborescens","Hydrangea arborescens","PP29579","KOLPINBEL"
"1344","Hydrangea arborescens","Hydrangea arborescens","PP28858","SMNHALR"
"1345","Hydrangea arborescens","Hydrangea arborescens","PP31121","GRHYAR1406"
"1346","Hydrangea arborescens","Hydrangea arborescens","PP24783","Haas' Halo"
"1347","Hydrangea arborescens","Hydrangea arborescens","PP28316","NCHA2"
"1348","Hydrangea arborescens","Hydrangea arborescens","PP35613","BAIful"
"1349","Hydrangea arborescens","Hydrangea arborescens","PP31016","GRHYAR1407"
"1350","Hydrangea arborescens","Hydrangea arborescens","PP30358","NCHA7"
"1351","Hydrangea arborescens","Hydrangea arborescens","PP33142","NCHA6"
"1352","Hydrangea arborescens","Hydrangea arborescens","PP30431","NCHA8"
"1353","Picea pungens","Picea pungens","PP34795","‘INHoopMo’"
"1354","Picea pungens","Picea pungens","PP34321","INHWB"
"1355","Picea pungens","Picea pungens","PP34562","MonEva"
"1356","Picea pungens","Picea pungens","PP19550","Blue Diamond"
"1357","Picea pungens","Picea pungens","PP34883","INMoHoop"
"1358","Stokesia laevis","Stokesia laevis","PP32107","Mega Mels"
"1359","Stokesia laevis","Stokesia laevis","PP36064","STAM01"
"1360","Stokesia laevis","Stokesia laevis","PP26164","Divinity"
"1361","Stokesia laevis","Stokesia laevis","PP28305","Synstokhar"
"1362","Stokesia laevis","Stokesia laevis","PP19833","Purple Pixie"
"1363","Stokesia laevis","Stokesia laevis","PP23090","MELS BLUE"
"1364","Stokesia laevis","Stokesia laevis","PP32136","Mini Mels"
"1365","Schefflera arboricola","Heptapleurum arboricola","PP32734","OSV002"
"1366","Schefflera arboricola","Heptapleurum arboricola","PP36128","Mukivy"
"1367","Schefflera arboricola","Heptapleurum arboricola","PP32733","OSV001"
"1368","Schefflera arboricola","Heptapleurum arboricola","PP16367","Norma Jean"
"1369","Schefflera arboricola","Heptapleurum arboricola","PP17057","Fan"
"1370","Mentha piperita","Mentha x piperita","PP25440","Canyon Mint"
"1371","Mentha piperita","Mentha x piperita","PP28700","Pendleton"
"1372","Mentha piperita","Mentha x piperita","PP25415","Chelan Mint"
"1373","Mentha piperita","Mentha x piperita","PP16474","Cim Indus"
"1374","Tiarella cordifolia","Tiarella cordifolia","PP21962","Octoraro"
"1375","Tiarella cordifolia","Tiarella cordifolia","PP22189","FM Mooberry"
"1376","Tiarella cordifolia","Tiarella cordifolia","PP21963","Wissahickon"
"1377","Tiarella cordifolia","Tiarella cordifolia","PP21980","Delaware"
"1378","Tiarella cordifolia","Tiarella cordifolia","PP22258","Stephanie Cohen"
"1379","Tiarella cordifolia","Tiarella cordifolia","PP21961","Susquehanna"
"1380","Tiarella cordifolia","Tiarella cordifolia","PP22031","Lehigh"
"1381","Juglans microcarpa×Juglans regia","Juglans microcarpa","PP20649","RX1"
"1382","Hibiscus×moscheutos","Hibiscus moscheutos","PP28282","TAHI16"
"1383","Hibiscus×moscheutos","Hibiscus moscheutos","PP28410","TAHI56"
"1384","Hibiscus×moscheutos","Hibiscus moscheutos","PP28283","TAHI12"
"1385","Sarracenia purpurea","Sarracenia purpurea","PP36337","23CF202"
"1386","Fragaria x ananassa (Duch.)","Fragaria x ananassa","PP32466","Lady Emma"
"1387","Fragaria x ananassa (Duch.)","Fragaria x ananassa","PP31609","Lady Isabella"
"1388","Fragaria x ananassa Duchesne ex Rozier","Fragaria x ananassa","PP30578","Keepsake"
"1389","Fragaria x ananassa Duchesne ex Rozier","Fragaria x ananassa","PP32769","Plared 15105"
"1390","Fragaria x ananassa Duchesne ex Rozier","Fragaria x ananassa","PP30736","SWTCOL"
"1391","Fragaria x ananassa Duchesne ex Rozier","Fragaria x ananassa","PP35594","CIVH725"
"1392","Fragaria x ananassa Duchesne ex Rozier","Fragaria x ananassa","PP36100","USDA Lumina"
"1393","Fragaria x ananassa Duchesne ex Rozier","Fragaria x ananassa","PP30542","Planasa 0955"
"1394","Fragaria x ananassa Duchesne ex Rozier","Fragaria x ananassa","PP32757","Plared 1075"
"1395","Fragaria x ananassa Duchesne ex Rozier","Fragaria x ananassa","PP36333","CIVH413"
"1396","Fragaria x ananassa Duchesne ex Rozier","Fragaria x ananassa","PP33636","Cordial"
"1397","Fragaria x ananassa Duchesne ex Rozier","Fragaria x ananassa","PP31259","Plared 0822"
"1398","Fragaria x ananassa Duchesne ex Rozier","Fragaria x ananassa","PP34736","CIVL519"
"1399","Fragaria x ananassa Duchesne ex Rozier","Fragaria x ananassa","PP32161","NSG 207"
"1400","Tradescantia virginiana","Tradescantia virginiana","PP35884","JS BRAINSTORM"
"1401","Tradescantia virginiana","Tradescantia virginiana","PP24733","Radtrad"
"1402","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP34242","UCD Finn"
"1403","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP35802","FL 18.52-66"
"1404","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP32162","NSG 203"
"1405","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP36334","FL 20.80-4"
"1406","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP35167","NSG 465"
"1407","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP35906","UC Eclipse"
"1408","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP32952","UCD Royal Royce"
"1409","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP35907","UC Keystone"
"1410","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP32966","UCD Victor"
"1411","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP36347","FL 20.34-183"
"1412","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP32984","UCD Valiant"
"1413","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP32192","NSG 120"
"1414","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP31581","American Aroma 12"
"1415","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP32950","UCD Warrior"
"1416","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP34952","NSG 9"
"1417","Fragaria x ananassa Duchesne","Fragaria x ananassa","PP32953","UCD Moxie"
"1418","Eupatorium perfoliatum","Eupatorium perfoliatum","PP35173","Blind Date"
"1419","Fragara x ananassa","Fragaria x ananassa","PP33738","DrisStrawEightySeven"
"1420","Leucophyllum frutescens X Leucophyllum pringlei","Leucophyllum frutescens","PP34884","MSWNHelei"
"1421","Quercus macrocarpa","Quercus macrocarpa","PP22815","JFS-KW3"
"1422","Lippia nodiflora×Lippia canescens","Phyla nodiflora","PP27036","ECOLOPIA1"
"1423","Symphyotrichum novi-belgii","Symphyotrichum novi-belgii","PP29457","Zanasnowhi"
"1424","Symphyotrichum novi-belgii","Symphyotrichum novi-belgii","PP29184","Zanasparro"
"1425","Symphyotrichum novi-belgii","Symphyotrichum novi-belgii","PP29186","Zanashopi"
"1426","Symphyotrichum novi-belgii","Symphyotrichum novi-belgii","PP23828","DASGRA"
"1427","Symphyotrichum novi-belgii","Symphyotrichum novi-belgii","PP23827","DASMAG"
"1428","Symphyotrichum novi-belgii","Symphyotrichum novi-belgii","PP29228","Zanaslisu"
"1429","Symphyotrichum novi-belgii","Symphyotrichum novi-belgii","PP29185","Zanasprepi"
"1430","Symphyotrichum novi-belgii","Symphyotrichum novi-belgii","PP29187","Zanasbluba"
"1431","Juniperus virginiana","Juniperus virginiana","PP33287","FARROWJVBF"
"1432","Juniperus virginiana","Juniperus virginiana","PP32538","Butterfield"
"1433","Viburnum dentatum","Viburnum dentatum","PP28092","SMVDE"
"1434","Viburnum dentatum","Viburnum dentatum","PP30449","BRANT01"
"1435","Panicum virgatum","Panicum virgatum","PP36232","Nondee"
"1436","Panicum virgatum","Panicum virgatum","PP36204","Noneulby"
"1437","Panicum virgatum","Panicum virgatum","PP24895","Cape Breeze"
"1438","Panicum virgatum","Panicum virgatum","PP32736","Prairie Dog"
"1439","Panicum virgatum","Panicum virgatum","PP29142","Apache Rose"
"1440","Panicum virgatum","Panicum virgatum","PP19367","Prairie Fire"
"1441","Panicum virgatum","Panicum virgatum","PP26074","Hot Rod"
"1442","Panicum virgatum","Panicum virgatum","PP23209","Cheyenne Sky"
"1443","Panicum virgatum","Panicum virgatum","PP21498","Huron Solstice"
"1444","Panicum virgatum","Panicum virgatum","PP20665","Thundercloud"
"1445","Panicum virgatum","Panicum virgatum","PP17944","RR1"
"1446","Panicum virgatum","Panicum virgatum","PP35213","Red Flame"
"1447","Panicum virgatum","Panicum virgatum","PP28518","Purple Tears"
"1448","Panicum virgatum","Panicum virgatum","PP36205","Nonlufht"
"1449","Cupressess macrocarpa","Hesperocyparis macrocarpa","PP16446","Emerald Crest"
"1450","Epilobium canum","Epilobium canum","PP27173","Diamondback"
"1451","Fragaria×ananasssa","Fragaria x ananassa","PP24333","DrisStrawThirtyTwo"
"1452","Clusia rosea","Clusia rosea","PP21794","Whistar"
"1453","Eupatorium purpureum","Eutrochium purpureum","PP20320","Baby Joe"
"1454","Rubus subgenus Eubatus sect. Morifieri & Ursini and hybrids","Rubus pensilvanicus","PP31195","Plablack 1401"
"1455","Rubus subgenus Eubatus sect. Morifieri & Ursini and hybrids","Rubus pensilvanicus","PP33226","Plablack 15157"
"1456","Hibiscus moscheutos×H. coccineus","Hibiscus moscheutos","PP23698","New Old Yella"
"1457","Hibiscus moscheutos×H. coccineus","Hibiscus moscheutos","PP23690","Kui Nuku"
"1458","Hibiscus moscheutos×H. coccineus","Hibiscus moscheutos","PP23941","Copper Queen"
"1459","Hibiscus moscheutos×H. coccineus","Hibiscus moscheutos","PP25076","Snowflame"
"1460","Hibiscus moscheutos×H. coccineus","Hibiscus moscheutos","PP24022","Small Wonders"
"1461","Hibiscus moscheutos×H. coccineus","Hibiscus moscheutos","PP23466","Little Prince"
"1462","Symphyotrichum novae-angliae","Symphyotrichum novae-angliae","PP33628","Pink Crush"
"1463","Symphyotrichum novae-angliae","Symphyotrichum novae-angliae","PP33612","Grape Crush"
"1464","Vaccinium vitis-idaea","Vaccinium vitis-idaea","PP22105","Red Candy"
"1465","Dasiphora fruticosa","Dasiphora fruticosa","PP29830","Jefman"
"1466","Dasiphora fruticosa","Dasiphora fruticosa","PP36116","MINPOROUG01"
"1467","(Prunus pumila L.×P. salicina Lindl.)×P. cerasifera Ehrh.","Prunus pumila","PP26299","AP3"
"1468","Poa arachnifera Torr.×Poa pratensis L.","Poa arachnifera","PP21045","HB 128"
"1469","Poa arachnifera Torr.×Poa pratensis L.","Poa arachnifera","PP18934","HB 328"
"1470","Poa arachnifera Torr.×Poa pratensis L.","Poa arachnifera","PP21192","HB 130"
"1471","Quercus fusiformis","Quercus fusiformis","PP27646","Joan Lionetti"
"1472","Coreopsis triperis","Coreopsis tripteris","PP19147","Lightning Flash"
"1473","Vaccinium corymbosum Linnaeus","Vaccinium corymbosum","PP26899","Pinnacle"
"1474","Heliopsis helianthoides var. scabra","Heliopsis helianthoides var. scabra","PP34988","Luna Roja"
"1475","Heliopsis helianthoides var. scabra","Heliopsis helianthoides var. scabra","PP33715","Funky Spinner"
"1476","Heliopsis helianthoides var. scabra","Heliopsis helianthoides var. scabra","PP23410","Summer Green"
"1477","Heliopsis helianthoides var. scabra","Heliopsis helianthoides var. scabra","PP23391","Summer Stripe"
"1478","Phlox divaricata","Phlox divaricata","PP34928","Blue Ribbons"
"1479","Portulaca oleracea X Portulaca umbracticola","Portulaca oleracea","PP35593","WNPORMYEL23"
"1480","Penstemon digitalis","Penstemon digitalis","PP32613","Onyx and Pearls"
"1481","Penstemon digitalis","Penstemon digitalis","PP29603","Midnight Masquerade"
"1482","Penstemon digitalis","Penstemon digitalis","PP24804","Pocahontas"
"1483","Penstemon digitalis","Penstemon digitalis","PP30052","Blackbeard"
"1484","Coreopsis verticillata hybrid","Coreopsis verticillata","PP28570","Madras Magic"
"1485","Coreopsis verticillata hybrid","Coreopsis verticillata","PP27396","Buttermilk"
"1486","Coreopsis verticillata hybrid","Coreopsis verticillata","PP25404","Imperial Sun"
"1487","Coreopsis verticillata hybrid","Coreopsis verticillata","PP30997","TNCORSG"
"1488","Coreopsis verticillata hybrid","Coreopsis verticillata","PP30974","TNCORSO"
"1489","Coreopsis verticillata hybrid","Coreopsis verticillata","PP25345","Bengal Tiger"
"1490","Coreopsis verticillata hybrid","Coreopsis verticillata","PP30996","TNCORSR"
"1491","Coreopsis verticillata hybrid","Coreopsis verticillata","PP28571","TNCORHRG"
"1492","Paspalum vaginatum","Paspalum vaginatum","PP23333","Aloha"
"1493","Paspalum vaginatum","Paspalum vaginatum","PP19224","TE-13"
"1494","Paspalum vaginatum","Paspalum vaginatum","PP25761","UGA 31"
"1495","Paspalum vaginatum","Paspalum vaginatum","PP18869","SI 98"
"1496","Gaillardia aristata","Gaillardia aristata","PP22016","Fancy Wheeler"
"1497","Gaillardia aristata","Gaillardia aristata","PP33693","Dogailspinorhalimp"
"1498","Gaillardia aristata","Gaillardia aristata","PP35858","FLOGB0060"
"1499","Gaillardia aristata","Gaillardia aristata","PP19769","Granbur"
"1500","Gaillardia aristata","Gaillardia aristata","PP20716","KIEGALYEL"
"1501","Gaillardia aristata","Gaillardia aristata","PP35273","Dogailspinman"
"1502","Gaillardia aristata","Gaillardia aristata","PP29529","GAIZ0007"
"1503","Gaillardia aristata","Gaillardia aristata","PP20718","KIEGALDAB"
"1504","Gaillardia aristata","Gaillardia aristata","PP26050","Sunny Wheeler"
"1505","Gaillardia aristata","Gaillardia aristata","PP33800","Dogailspinmarcopsun"
"1506","Gaillardia aristata","Gaillardia aristata","PP31518","Dogailredstar"
"1507","Gaillardia aristata","Gaillardia aristata","PP23544","Lucky Wheeler"
"1508","Gaillardia aristata","Gaillardia aristata","PP19749","Granoran"
"1509","Gaillardia aristata","Gaillardia aristata","PP27807","GAIZ0005"
"1510","Gaillardia aristata","Gaillardia aristata","PP20717","KIEGALPEA"
"1511","Gaillardia aristata","Gaillardia aristata","PP19748","Granyel"
"1512","Gaillardia aristata","Gaillardia aristata","PP27766","GAIZ0001"
"1513","Gaillardia aristata","Gaillardia aristata","PP35857","FLOGA0001"
"1514","Gaillardia aristata","Gaillardia aristata","PP32215","Dogailspincopsun"
"1515","Gaillardia aristata","Gaillardia aristata","PP22217","Jazzy Wheeler"
"1516","Diospyros virginiana","Diospyros virginiana","PP25689","JN5"
"1517","Rubus ursinus","Rubus ursinus","PP24298","HJ-7"
"1518","Rubus ursinus","Rubus ursinus","PP23270","HJ-6"
"1519","Salvia farinacea","Salvia farinacea","PP28121","DSALDPOCN"
"1520","Salvia farinacea","Salvia farinacea","PP22776","DANSALFN13"
"1521","Salvia farinacea","Salvia farinacea","PP27860","G13592"
"1522","Salvia farinacea","Salvia farinacea","PP33223","SCABB15-1"
"1523","Salvia farinacea","Salvia farinacea","PP22647","CATHEDRAL SKY LAVENDER"
"1524","Salvia farinacea","Salvia farinacea","PP20929","CATHEDRAL SKY BLUE"
"1525","Salvia farinacea","Salvia farinacea","PP35375","DSALSYFBN"
"1526","Salvia farinacea","Salvia farinacea","PP24692","SCAPU14-0"
"1527","Salvia farinacea","Salvia farinacea","PP19788","DANSALFUN1"
"1528","Salvia farinacea","Salvia farinacea","PP32695","G14251"
"1529","Nyssa sylvatica","Nyssa sylvatica","PP27588","Cherry Pie"
"1530","Nyssa sylvatica","Nyssa sylvatica","PP22951","Nsuhh"
"1531","Nyssa sylvatica","Nyssa sylvatica","PP29473","The James"
"1532","Nyssa sylvatica","Nyssa sylvatica","PP26975","JFS-red"
"1533","Nyssa sylvatica","Nyssa sylvatica","PP22976","WFH1"
"1534","Nyssa sylvatica","Nyssa sylvatica","PP33803","BBN-01"
"1535","Nyssa sylvatica","Nyssa sylvatica","PP30554","NSMTF"
"1536","Heuchera×villosa","Heuchera villosa","PP18386","Mocha"
"1537","Heuchera×villosa","Heuchera villosa","PP21466","Kassandra"
"1538","Phlox maculata","Phlox maculata","PP22819","Duephowi"
"1539","Phlox maculata","Phlox maculata","PP17551","Flower Power"
"1540","Phlox maculata","Phlox maculata","PP22850","Duephopin"
"1541","Phlox maculata","Phlox maculata","PP22800","Duephoburg"
"1542","Phlox paniculata hybid","Phlox paniculata","PP19514","Purple Kiss"
"1543","Phlox paniculata hybid","Phlox paniculata","PP19813","Swizzle"
"1544","Geranium maculatum","Geranium maculatum","PP36258","Huggy Bear"
"1545","Hydrangea arborescens L.","Hydrangea arborescens","PP21227","PIIHA-I"
"1546","Fragaria×ananassa Duchesne","Fragaria x ananassa","PP25574","Florida127"
"1547","Fragaria×ananassa Duchesne","Fragaria x ananassa","PP23042","FL 05-107"
"1548","Fragaria×ananassa Duchesne","Fragaria x ananassa","PP28081","Melissa"
"1549","Fragaria×ananassa Duchesne","Fragaria x ananassa","PP28220","Charlene"
"1550","Fragaria×ananassa Duchesne","Fragaria x ananassa","PP25637","Marisol"
"1551","Fragaria×ananassa Duchesne","Fragaria x ananassa","PP25638","Margherita"
"1552","Fragaria×ananassa Duchesne","Fragaria x ananassa","PP21317","Florida Elyana"
"1553","Fragaria×ananassa Duchesne","Fragaria x ananassa","PP18261","Carmine"
"1554","Ilex vomitoria","Ilex vomitoria","PP20869","Shackelford"
"1555","Ilex vomitoria","Ilex vomitoria","PP19266","Carolina Ruby"
"1556","Ilex vomitoria","Ilex vomitoria","PP20581","Scarlet's Peak"
"1557","Ilex vomitoria","Ilex vomitoria","PP20786","HOGY"
"1558","Ilex vomitoria","Ilex vomitoria","PP21168","Gremicr"
"1559","Phlebodium aureum (L.) J. Sm. x Pyrrosia lingua (Thunb.) Farw.","Phlebodium aureum","PP30873","Nicolas Diamond"
"1560","Echinacea purpurea×Echinacea paradoxa","Echinacea purpurea","PP22102","Gemini Pink"
"1561","Echinacea purpurea×Echinacea paradoxa","Echinacea purpurea","PP22688","Jacob Lewis"
"1562","Echinacea purpurea×Echinacea paradoxa","Echinacea purpurea","PP21023","Adam Saul"
"1563","Echinacea purpurea×Echinacea paradoxa","Echinacea purpurea","PP18768","Emily Saul"
"1564","Echinacea purpurea×Echinacea paradoxa","Echinacea purpurea","PP21024","Noam Saul"
"1565","Sequoia sempervirens","Sequoia sempervirens","PP29217","Early Snow"
"1566","Sequoia sempervirens","Sequoia sempervirens","PP26573","Mosaic Delight"
"1567","Sequoia sempervirens","Sequoia sempervirens","PP33410","Green Gigantor"
"1568","Sequoia sempervirens","Sequoia sempervirens","PP29606","Grand Mosaic"
"1569","Vaccinium macrocarpon","Vaccinium macrocarpon","PP35108","WI02-A4G-X1"
"1570","Cornus stolonifera","Cornus sericea","PP32351","SMNCSBD"
"1571","Panicum virgatum (L.)","Panicum virgatum","PP29951","Totem Pole"
"1572","Panicum virgatum (L.)","Panicum virgatum","PP34509","‘Niagara Falls’"
"1573","Panicum virgatum (L.)","Panicum virgatum","PP32373","Gunsmoke"
"1574","Panicum virgatum (L.)","Panicum virgatum","PP28192","Blue Fountain"
"1575","Tilia americana","Tilia americana","PP30737","KROMM"
"1576","Lemna minor","Lemna minor","PP23156","Henry Blanke"
"1577","Solidago cutleri","Solidago leiocarpa","PP16003","Solbut"
"1578","Echinacea purpurea X Rudbeckia hirta","Echinacea purpurea","PP34676","ET RDB 803"
"1579","Echinacea purpurea X Rudbeckia hirta","Echinacea purpurea","PP34593","‘ET RDB 751’"
"1580","Echinacea purpurea X Rudbeckia hirta","Echinacea purpurea","PP32891","ET RDB 18-30"
"1581","Echinacea purpurea X Rudbeckia hirta","Echinacea purpurea","PP32901","ET RDB 17-16"
"1582","Echinacea purpurea X Rudbeckia hirta","Echinacea purpurea","PP34655","ET RDB 949"
"1583","Echinacea purpurea X Rudbeckia hirta","Echinacea purpurea","PP34656","ET RDB 818"
"1584","Echinacea purpurea X Rudbeckia hirta","Echinacea purpurea","PP34864","ET RDB 801"
"1585","Echinacea purpurea X Rudbeckia hirta","Echinacea purpurea","PP32892","ET RDB 17-42"
