"","Name_submitted","Accepted_name","patent_id","plant_variety"
"1586","Rubus subgenus Eubatus sect. Moriferi & Ursini","Rubus pensilvanicus","PP32907","EXPB3181"
"1587","Rhododendron minus×Rhododendron dauricum","Rhododendron minus","PP27780","PJM Elite Star"
"1588","Geranium maculatum L.","Geranium maculatum","PP31780","Crane Dance"
"1589","Geranium maculatum L.","Geranium maculatum","PP35704","MACGER002"
"1590","Juniperus silicicola","Juniperus virginiana var. silicicola","PP30017","RLH-SS1PI"
"1591","Sorghastrum nutans","Sorghastrum nutans","PP33776","MNYG318153"
"1592","Sorghastrum nutans","Sorghastrum nutans","PP28923","Thin Man"
"1593","Sorghastrum nutans","Sorghastrum nutans","PP33504","Whit LXXI"
"1594","Ulmus americana","Ulmus americana","PP20097","St. Croix"
"1595","Quercus shumardii","Quercus shumardii","PP19854","QSSTH"
"1596","Hydrangea radiata","Hydrangea radiata","PP33289","SMHALP"
"1597","Festuca arundinacea","Scolochloa festucacea","PP34648","‘Glow Sticks’"
"1598","Festuca arundinacea","Scolochloa festucacea","PP27464","KT12"
"1599","Rubus subgenus Rubus","Rubus pensilvanicus","PP26902","Emilia"
"1600","Rubus subgenus Rubus","Rubus pensilvanicus","PP26368","Camila"
"1601","Clethra alnifolia","Clethra alnifolia","PP15505","Sotite"
"1602","Clethra alnifolia","Clethra alnifolia","PP21561","Crystalina"
"1603","Clethra alnifolia","Clethra alnifolia","PP27590","Novacleein"
"1604","Clethra alnifolia","Clethra alnifolia","PP21589","Caleb"
"1605","Oenothera drummondii","Oenothera drummondii","PP29844","TX-10-G-L-11-9-12-5"
"1606","Veronica virginicum","Veronicastrum virginicum","PP27473","Challenger"
"1607","Gaultheria shallon","Gaultheria shallon","PP34661","‘Gaulsidh4’"
"1608","Gaultheria shallon","Gaultheria shallon","PP34625","Gaulsidh12"
"1609","Quercus virginiana","Quercus virginiana","PP19758","FBQV22"
"1610","Quercus virginiana","Quercus virginiana","PP19759","FBQV1"
"1611","Quercus virginiana","Quercus virginiana","PP34495","QVCCN"
"1612","Quercus virginiana","Quercus virginiana","PP17249","K-1"
"1613","Quercus virginiana","Quercus virginiana","PP19608","Cannon-Sharp"
"1614","Vaccinium cormbosum","Vaccinium corymbosum","PP19990","New Hanover"
"1615","Vaccinium macrocarpon Ait.","Vaccinium macrocarpon","PP18911","NJS98-35"
"1616","Vaccinium macrocarpon Ait.","Vaccinium macrocarpon","PP25066","WI92-A-X15"
"1617","Vaccinium macrocarpon Ait.","Vaccinium macrocarpon","PP27657","CNJ99-9-96"
"1618","Vaccinium macrocarpon Ait.","Vaccinium macrocarpon","PP27709","CNJ99-52-15"
"1619","Vaccinium macrocarpon Ait.","Vaccinium macrocarpon","PP18252","NJS98-23"
"1620","Vaccinium macrocarpon Ait.","Vaccinium macrocarpon","PP32896","CNJ99-9-25"
"1621","Vaccinium macrocarpon Ait.","Vaccinium macrocarpon","PP22541","CNJ95-20-20"
"1622","Fragaria×ananassa dutch","Fragaria x ananassa","PP16838","Saint-Laurent d'Orleans"
"1623","Fragaria x ananassa Duchesne.","Fragaria x ananassa","PP35905","UC Monarch"
"1624","Fragaria x ananassa Duchesne.","Fragaria x ananassa","PP35908","UC Golden Gate"
"1625","Dodonaea viscosa","Dodonaea viscosa","PP33514","Emerald Ice"
"1626","Yucca gloriosa var. recurvifolia","Yucca gloriosa var. tristis","PP17653","WALBRISTAR"
"1627","Juglans hindsii x regia","Juglans hindsii","PP31862","Cliff Clone"
"1628","Vitus rotundifolia Muscadinia Planch. and Vitis vinifera","Vitis rotundifolia","PP36213","JB 12-12-A14-29"
"1629","Diervilla rivularis","Diervilla rivularis","PP27932","Diwibru01"
"1630","Diervilla rivularis","Diervilla rivularis","PP27550","SMNDRSF"
"1631","Diervilla rivularis","Diervilla rivularis","PP33288","SMDCS"
"1632","Quercus nuttalli","Quercus texana","PP19858","QNSTG"
"1633","Quercus nuttalli","Quercus texana","PP20550","QNMTF"
"1634","Tolmiea menziesii","Tolmiea menziesii","PP15948","Cool Gold"
"1635","Dasiphora fruticosa subsp. fruiticosa","Dasiphora fruticosa var. fruticosa","PP27333","LISSDAN"
"1636","Dasiphora fruticosa subsp. fruiticosa","Dasiphora fruticosa var. fruticosa","PP32545","Hachbianca"
"1637","Dasiphora fruticosa subsp. fruiticosa","Dasiphora fruticosa var. fruticosa","PP36351","Hachapp"
"1638","Dasiphora fruticosa subsp. fruiticosa","Dasiphora fruticosa var. fruticosa","PP31663","Jefmarm"
"1639","Liriodendron tulipifera","Liriodendron tulipifera","PP35307","LTMTF"
"1640","Quercus bicolor×Quercus robur","Quercus bicolor","PP20615","Adeline"
"1641","Oenothera speciosa","Oenothera speciosa","PP17230","TURNER01"
"1642","Ilex glabra","Ilex glabra","PP27554","SMNIGAB17"
"1643","Ilex glabra","Ilex glabra","PP35019","SMNIGLA"
"1644","Ilex glabra","Ilex glabra","PP30147","ILEXFARROWTRACEY"
"1645","Vitus rotundifolia Michx.","Vitis rotundifolia","PP30014","Ga. 6-2-26"
"1646","Phlox drummondii Hook.","Phlox drummondii","PP18211","Sunphlocoro"
"1647","Coreopsis rosea","Coreopsis rosea","PP24134","Tahitian Sunset"
"1648","Coreopsis rosea","Coreopsis rosea","PP16016","Heaven's Gate"
"1649","Thuja plicata x standishii","Thuja plicata","PP33589","TPMTF"
"1650","Thuja plicata x standishii","Thuja plicata","PP35388","INGGSP"
"1651","Thuja plicata x standishii","Thuja plicata","PP34073","CMA04271964"
"1652","Cornus florida L.","Cornus florida","PP18292","Missy's Appalachian Morning"
"1653","Cornus florida L.","Cornus florida","PP18238","Appalachian Joy"
"1654","Cornus florida L.","Cornus florida","PP32468","Erica'3 s Appalachian Sunrise"
"1655","Cornus florida L.","Cornus florida","PP32307","SFCG1702"
"1656","Hydrangea quercifolia","Hydrangea quercifolia","PP33072","Snowcicle"
"1657","Hydrangea quercifolia","Hydrangea quercifolia","PP36030","Oakann1588"
"1658","Hydrangea quercifolia","Hydrangea quercifolia","PP25106","Brenhill"
"1659","Hydrangea quercifolia","Hydrangea quercifolia","PP25412","Doughill"
"1660","Hydrangea quercifolia","Hydrangea quercifolia","PP27879","JoAnn"
"1661","Hydrangea quercifolia","Hydrangea quercifolia","PP35796","1925querrep"
"1662","Hydrangea quercifolia","Hydrangea quercifolia","PP15477","Little Honey"
"1663","Hydrangea quercifolia","Hydrangea quercifolia","PP30565","BIV01"
"1664","Hydrangea quercifolia","Hydrangea quercifolia","PP35717","Bocotoso"
"1665","Hydrangea quercifolia","Hydrangea quercifolia","PP25413","Brother Edward"
"1666","Chrysogonum virginianum","Chrysogonum virginianum","PP19306","Quinn's Gold"
"1667","Vaccinium ovatum","Vaccinium ovatum","PP34948","Vacbri2"
"1668","Vaccinium ovatum","Vaccinium ovatum","PP25067","Vacsid1"
"1669","Vaccinium ovatum","Vaccinium ovatum","PP35894","Cascade Jewel"
"1670","Aster novi-belgi","Symphyotrichum novi-belgii","PP21117","Dasjes"
"1671","Aster novi-belgi","Symphyotrichum novi-belgii","PP21116","DASDEM"
"1672","Aster novi-belgi","Symphyotrichum novi-belgii","PP21147","DASKAT"
"1673","Cupressus macrocarpa","Hesperocyparis macrocarpa","PP31474","Havfrego"
"1674","Penstemon barbatus x heterophyllus","Penstemon barbatus","PP31891","Dopenspriscarl"
"1675","Heliopsis helianthiodes var. scabra","Heliopsis helianthoides var. scabra","PP23390","Summer Pink"
"1676","Zizia aptera","Zizia aptera","PP26957","Crazy Quilt"
"1677","Clematis texensis","Clematis texensis","PP27667","BFCCRAP"
"1678","Mentha x piperita","Mentha x piperita","PP35037","Palisade"
"1679","Viburnum bracteatum","Viburnum bracteatum","PP25897","SMVDBL"
"1680","Viburnum bracteatum","Viburnum bracteatum","PP26576","SMVDLS"
"1681","Vitis labrusca L.×Vitis vinifera L.","Vitis labrusca","PP25697","Hope"
"1682","Vitis labrusca L.×Vitis vinifera L.","Vitis labrusca","PP25152","A-1710"
"1683","Vitis labrusca L.×Vitis vinifera L.","Vitis labrusca","PP25726","Joy"
"1684","Vitis labrusca L.×Vitis vinifera L.","Vitis labrusca","PP25696","Faith"
"1685","Magnolia virginiana","Magnolia virginiana","PP27589","MVMTF"
"1686","Echinacea angustifolia x Echinacea purpurea","Echinacea angustifolia","PP34082","Noecseven"
"1687","Vaccinium corybosum","Vaccinium corymbosum","PP20027","Sweetcrisp"
"1688","Clusia rosea (L.).","Clusia rosea","PP28776","LICLUS01"
"1689","Quercus hemisphaerica","Quercus hemisphaerica","PP27191","QHMTF"
"1690","Polygonatum biflorum×Polygonatum humile","Polygonatum biflorum","PP22304","Prince Charming"
"1691","Magnolia grandiflora","Magnolia grandiflora","PP34089","BooneArb"
"1692","Phlox subulata×Phlox kelseyi","Phlox subulata","PP28896","Plumtastic"
"1693","Nephrolepis exaltata","Nephrolepis exaltata","PP21218","Ariane"
"1694","Nephrolepis exaltata","Nephrolepis exaltata","PP25965","BRAVIT2626"
"1695","Nephrolepis exaltata","Nephrolepis exaltata","PP25311","Green Moment"
"1696","Nephrolepis exaltata","Nephrolepis exaltata","PP25964","BRAVIT2621"
"1697","Nephrolepis exaltata","Nephrolepis exaltata","PP23829","Floriane"
"1698","Nephrolepis exaltata","Nephrolepis exaltata","PP25058","Green Delight"
"1699","Nephrolepis exaltata","Nephrolepis exaltata","PP15958","Nr. 20"
"1700","Ruellia simplex","Ruellia simplex","PP26063","R10-105-Q54"
"1701","Ruellia simplex","Ruellia simplex","PP25156","R10-108"
"1702","Ruellia simplex","Ruellia simplex","PP30987","R16-1-1"
"1703","Ruellia simplex","Ruellia simplex","PP30986","R13-5-3"
"1704","Ruellia simplex","Ruellia simplex","PP28449","R12-2-1"
"1705","Ruellia simplex","Ruellia simplex","PP30988","R15-24-17"
"1706","Ruellia simplex","Ruellia simplex","PP24422","R10-102"
"1707","Vitis rotundifolia","Vitis rotundifolia","PP24142","Ga. 5-1-45"
"1708","Eupatorium maculatum","Eutrochium maculatum","PP34196","Doeuplipy"
"1709","Eupatorium maculatum","Eutrochium maculatum","PP22869","Snowball"
"1710","Eupatorium maculatum","Eutrochium maculatum","PP31128","Summer Snow"
"1711","Gaura lindheimerii","Oenothera lindheimeri","PP16981","Gausudre"
"1712","Gaura lindheimerii","Oenothera lindheimeri","PP36207","KLEGL22507"
"1713","Vaccinium corymbosum L","Vaccinium corymbosum","PP27026","TH-906"
"1714","Evolvulus pilosus","Evolvulus nuttallianus","PP19888","BURUSIERU"
"1715","Hesperaloe funifera X parviflora","Hesperaloe funifera","PP35283","Little Giant"
"1716","Silene regia","Silene regia","PP15692","Prairie Fire"
"1717","Quercus palustris","Quercus palustris","PP20900","PWJR08"
"1718","Quercus palustris","Quercus palustris","PP28668","Woodside Splendor"
"1719","Hesperaloe funifera×Hesperaloe parviflora","Hesperaloe funifera","PP21728","Perfu"
"1720","Gomphrena haageana","Gomphrena haageana","PP33003","Balgovarpur"
"1721","Eutrochium purpureum (syn. Eupatorium purpureum)","Eutrochium purpureum","PP31668","FLOREUPRE1"
"1722","Fragaria×ananassa Duchesne ex Rozier","Fragaria x ananassa","PP25300","Charm"
"1723","Fragaria×ananassa Duchesne ex Rozier","Fragaria x ananassa","PP26710","Safari"
"1724","Gymnocladus dioicus","Gymnocladus dioicus","PP29968","McKBranched"
"1725","Oenothera hybrida","Oenothera tetragona","PP16393","INNOENO131"
"1726","Oenothera hybrida","Oenothera tetragona","PP25429","UNG OEN01"
"1727","Salvia microphylla","Salvia microphylla","PP30623","Roseburg"
"1728","Salvia microphylla","Salvia microphylla","PP28433","Little Kiss"
"1729","Salvia microphylla","Salvia microphylla","PP30183","Syracuse"
"1730","Salvia microphylla","Salvia microphylla","PP26609","KILLER CRANBERRY"
"1731","Salvia microphylla","Salvia microphylla","PP36296","MBN20203A"
"1732","Spartina alterniflora Loisel.","Sporobolus alterniflorus","PP25273","LA11-102"
"1733","Spartina alterniflora Loisel.","Sporobolus alterniflorus","PP25272","LA11-103"
"1734","Spartina alterniflora Loisel.","Sporobolus alterniflorus","PP25271","LA11-101"
"1735","Prunus besseyi×P. cerasifera","Prunus pumila var. besseyi","PP23865","Densipac"
"1736","Silene virginica","Silene virginica","PP36247","Sil005"
"1737","Diervilla sessilifolia","Diervilla sessilifolia","PP19391","LPDC Podaras"
"1738","Fragaria X ananassa Duch.","Fragaria x ananassa","PP35831","SGS73 1"
"1739","Fragaria xananassa Duchesne ex Rozier","Fragaria x ananassa","PP29370","Marys Peak"
"1740","Vaccinium corymbosum L. hybrid","Vaccinium corymbosum","PP35576","FL12-236"
"1741","Prunella vulgaris","Prunella vulgaris","PP31876","Magdalena"
"1742","Picea glauca var. densata","Picea x albertiana","PP31657","Charlie J. Nickel"
"1743","Thuja plicata","Thuja plicata","PP34752","BLTP"
"1744","Thuja plicata","Thuja plicata","PP30762","SMNTPGF"
"1745","Thuja plicata","Thuja plicata","PP32032","RLH-CS"
"1746","Thuja plicata","Thuja plicata","PP19926","De Rakt"
"1747","Thuja plicata","Thuja plicata","PP20267","Daniëllow"
"1748","Thuja plicata","Thuja plicata","PP31298","Northern Spire"
"1749","Thuja plicata","Thuja plicata","PP19267","4EVER"
"1750","Leucothoe fontanesiana","Leucothoe fontanesiana","PP18396","HOWW"
"1751","Leucothoe fontanesiana","Leucothoe fontanesiana","PP35833","SMNLFGRV"
"1752","Leucothoe fontanesiana","Leucothoe fontanesiana","PP31796","BLULE1801"
"1753","Aster novae-angliae","Symphyotrichum novae-angliae","PP19538","Vibrant Dome"
"1754","Vitis labrusca L. x Vitis vinifera L.","Vitis labrusca","PP36345","SUNNY HEART"
"1755","Cornus sericea","Cornus sericea","PP25457","Gostmazam"
"1756","Cornus sericea","Cornus sericea","PP24812","Neil Z"
"1757","Lippia nodiflora","Phyla nodiflora","PP33485","ECOLOPIA3"
"1758","Phlox carolina","Phlox carolina","PP30221","Rose Bouquet"
"1759","Aster novi-belgii","Symphyotrichum novi-belgii","PP24160","Victoria Xenian"
"1760","Aster novi-belgii","Symphyotrichum novi-belgii","PP23968","BKATRRV"
"1761","Aster novi-belgii","Symphyotrichum novi-belgii","PP27803","MYPOT0001"
"1762","Aster novi-belgii","Symphyotrichum novi-belgii","PP23967","BKATRWT"
"1763","Aster novi-belgii","Symphyotrichum novi-belgii","PP19930","Victoria Mathilde"
"1764","Aster novi-belgii","Symphyotrichum novi-belgii","PP23990","BKATRPU"
"1765","Populus deltoids×Populus nigra","Populus deltoides","PP26125","RRR Yellow"
"1766","Picea pungens var. glauca","Picea pungens","PP35604","Hymes Blue Dream"
"1767","Picea pungens var. glauca","Picea pungens","PP35633","Wards Blue Waves"
"1768","Rhus typhina","Rhus typhina","PP16185","Bailtiger"
"1769","Aster novi-belgii×Aster dumosus","Symphyotrichum novi-belgii","PP21308","Kiastgrana"
"1770","Juniperus horizontalis","Juniperus horizontalis","PP28082","MonGeo"
"1771","Juniperus horizontalis","Juniperus horizontalis","PP22743","Hegedus"
"1772","Rudbeckia hirta X Rudbeckia hybrida","Rudbeckia hirta","PP31788","ET RDB 621"
"1773","Rudbeckia hirta X Rudbeckia hybrida","Rudbeckia hirta","PP31765","ET RDB 603"
"1774","Viburnum nudum L. var. cassinoides","Viburnum cassinoides","PP27549","SMNVCDD"
"1775","Lippia nodiflora L.","Phyla nodiflora","PP20120","Campagna Verde"
"1776","Pinus elliottii","Pinus elliottii","PP22079","CF PSI-3352"
"1777","Coreopsis grandiflora×Coreopsis verticillata","Coreopsis grandiflora","PP28615","URIGS01"
"1778","Vitis rupestris×Muscadinia rotundifolia","Vitis rupestris","PP19981","8909-05"
"1779","Mecardonia procumbens","Mecardonia procumbens","PP30298","INTAMEC003"
"1780","Fragaria x ananassa Duchense","Fragaria x ananassa","PP32705","NCS 10-038"
"1781","Fragaria x ananassa Duchense","Fragaria x ananassa","PP32432","NCS 10-156"
"1782","Vaccinium virgatum","Vaccinium pallidum","PP21720","Sky Blue"
"1783","Vaccinium virgatum","Vaccinium pallidum","PP21735","Ocean Blue"
"1784","Vaccinium virgatum","Vaccinium pallidum","PP34162","TO-3097"
"1785","Vaccinium virgatum","Vaccinium pallidum","PP24663","Overtime"
"1786","Leucophyllum frutescens X candidum","Leucophyllum frutescens","PP35437","Microburst"
"1787","Hisbiscus moscheutos","Hibiscus moscheutos","PP17563","Splash Yopinot Noir"
"1788","Mentha arvensis L.","Mentha arvensis","PP16566","Kushal"
"1789","Oenothera fremontii","Oenothera macrocarpa subsp. fremontii","PP19663","Shimmer"
"1790","Leucophyllum frutescens X zygophyllum","Leucophyllum frutescens","PP36336","Laredo"
"1791","Ribes sanguineum","Ribes sanguineum","PP26763","Oregon Snowflake"
"1792","Illicium parviflorum","Illicium parviflorum","PP28887","PIIIP-I"
"1793","Peperomia obtisufolia","Peperomia obtusifolia","PP17882","Dapep2106"
"1794","Rudbeckia hirta X Echinacea purpurea","Rudbeckia hirta","PP25206","ET-RDB 03"
"1795","Tsuga canadensis","Tsuga canadensis","PP25503","MonKinn"
"1796","Tsuga canadensis","Tsuga canadensis","PP27468","MonJers"
"1797","Portulaca oleraea","Portulaca oleracea","PP29035","PHSFR11-0"
"1798","Portulaca oleraea","Portulaca oleracea","PP31188","DPORPZNYLW"
"1799","Portulaca oleraea","Portulaca oleracea","PP31187","DPORPZNORG"
"1800","Juniperus communis","Juniperus communis","PP32393","SMNJCB"
"1801","Rudbeckia hirta×Echinacea purpurea","Rudbeckia hirta","PP25221","ET-RDB 01"
"1802","Rudbeckia hirta×Echinacea purpurea","Rudbeckia hirta","PP25243","ET-RDB 02"
"1803","Gaura lindheimeri×Gaura coccinea","Oenothera lindheimeri","PP19496","Star Pink"
"1804","Echinacea purpurea×Echinacea tennesseensis","Echinacea purpurea","PP25602","Meditation"
"1805","Polemonium pulcherrimum","Polemonium pulcherrimum","PP35067","‘Golden Feathers’"
"1806","Fragaria xananassa Duchesne","Fragaria x ananassa","PP31580","American Aroma 10"
"1807","Fragaria xananassa Duchesne","Fragaria x ananassa","PP18340","Wendy"
"1808","Salvia farineacea","Salvia farinacea","PP20625","Salv Bule"
"1809","Fragaria ananassa Duch","Fragaria x ananassa","PP23127","DELY"
"1810","Stenotaphrum secundatum interploid hybrid","Stenotaphrum secundatum","PP35807","DALSA 1618"
"1811","Ulmus alata","Ulmus alata","PP30543","UAMTF"
"1812","Fothergilla major","Fothergilla latifolia","PP15490","Blue Shadow"
"1813","Scrophularia macrantha","Scrophularia macrantha","PP28908","TNSCRCR"
"1814","Monarda disyma","Monarda didyma","PP19582","AChall"
"1815","Pinus taeda","Pinus taeda","PP19793","CF Q7766"
"1816","Pinus taeda","Pinus taeda","PP19447","CF L3791"
"1817","Pinus taeda","Pinus taeda","PP21973","CF LP1-7696"
"1818","Setcreasea pallida","Tradescantia pallida","PP31916","Edge of Night"
"1819","Coreopsis auriculata×Coreopsis lanceolata","Coreopsis auriculata","PP18789","Jethro Tull"
"1820","Gaillardia×aristata","Gaillardia aristata","PP21409","El Fuego"
"1821","Hydrangea arborescens subsp. radiata","Hydrangea radiata","PP33290","SMNHRLL"
"1822","Fragaria×ananassa Duch","Fragaria x ananassa","PP22781","Puget Crimson"
"1823","Fragaria×ananassa Duch","Fragaria x ananassa","PP21201","Cv. Record"
"1824","Fragaria×ananassa Duch","Fragaria x ananassa","PP17670","Orleans"
"1825","Helianthus debilis","Helianthus debilis","PP18654","SLG DS 05"
"1826","Plantago ovata","Plantago ovata","PP17505","Mayuri"
"1827","Gaillardia aristata Purch.","Gaillardia aristata","PP27445","GAIZ0003"
"1828","Platanus occidentalis","Platanus occidentalis","PP34623","DRABROT"
"1829","Cupressus arizonica","Hesperocyparis arizonica","PP36321","GRECQF"
"1830","Sphaeralcea ambigua Gray","Sphaeralcea ambigua","PP34220","Orange Crush"
"1831","Fragaria×ananassa Duchsne","Fragaria x ananassa","PP19422","Treasure Harvest"
"1832","Cornus obliqua","Cornus obliqua","PP27873","Powell Gardens"
"1833","Illicium floridanum","Illicium floridanum","PP16269","Gaddy"
"1834","Illicium floridanum","Illicium floridanum","PP24640","JCJC"
"1835","Illicium floridanum","Illicium floridanum","PP21287","Pink Frost"
"1836","Chilopsis linearis","Chilopsis linearis","PP28902","MSWNLopur"
"1837","Chilopsis linearis","Chilopsis linearis","PP33091","Sweet Bubba"
"1838","Chilopsis linearis","Chilopsis linearis","PP33637","Bubba Jones"
"1839","Hydrangea arborescence","Hydrangea arborescens","PP28729","SMHAMWM"
"1840","Echinacea paradoxa×Echinacea paradoxa","Echinacea paradoxa","PP18783","Katie Saul"
"1841","Monarda didyma L.","Monarda didyma","PP17513","Mondid 0803"
"1842","Monarda didyma L.","Monarda didyma","PP27618","Cherry Pops"
"1843","Hibiscus moscheutos×H.coccineus","Hibiscus moscheutos","PP27556","Crème Brulee"
"1844","Hibiscus moscheutos×H.coccineus","Hibiscus moscheutos","PP27535","Moulin Rouge"
"1845","×Taxodiomera peizhongii","Taxodium distichum","PP17767","Dongfangshan"
"1846","Ilex opaca","Ilex opaca","PP33595","RLH-IO-1"
"1847","Ilex opaca","Ilex opaca","PP33567","IPOC"
"1848","Phlox×procumbens","Phlox amoena subsp. amoena","PP25883","Pink Profusion"
"1849","Ericameria laricifolia","Ericameria laricifolia","PP33157","Butterbloom"
"1850","Juniperus virginiana var. silicicola","Juniperus virginiana var. silicicola","PP31963","CAN-SRC1"
"1851","Monarda didyma×Monarda bradburiana","Monarda didyma","PP26447","Leading Lady Plum"
"1852","Monarda didyma×Monarda bradburiana","Monarda didyma","PP26431","Leading Lady Lilac"
"1853","Phlox carolina×Phlox maculata","Phlox carolina","PP27267","Daughter of Pearl"
"1854","Phlox carolina×Phlox maculata","Phlox carolina","PP27266","Zenith"
"1855","Rubus occidentcelis L.","Rubus occidentalis","PP27871","Ohio's Treasure"
"1856","Heliopsis helianthoids (L.) Sweet","Heliopsis helianthoides","PP35063","‘Bit of Honey’"
"1857","Aster oblongifolius","Symphyotrichum oblongifolium","PP34580","Cotton Candy"
"1858","Chelone lyonii","Chelone lyonii","PP25350","Armtipp02"
"1859","Leucophyllum frutescens X laevigatum","Leucophyllum frutescens","PP35354","Purple Rain"
"1860","Cotinus obovatus","Cotinus obovatus","PP21064","Northstar"
"1861","Quercus rubra","Quercus rubra","PP34011","QRMTF"
"1862","Spiraea betulifolia","Spiraea betulifolia","PP27933","COURISPI01"
"1863","Phlox glaberrima ssp. triflora","Phlox glaberrima","PP21329","Triple Play"
"1864","Monarda bradburiana","Monarda bradburiana","PP34354","Midnight Oil"
"1865","Eupatorium dubium","Eutrochium dubium","PP16122","Little Joe"
"1866","Salvia dorrii x Salvia clevelandii","Salvia dorrii","PP34395","MSWNBoyton2"
"1867","Fragaria×ananassa Duchesne ex Rozier.","Fragaria x ananassa","PP25223","Sweet Sunrise"
"1868","Picea glauca","Picea glauca","PP29825","Westervelt"
"1869","Itea virginica","Itea virginica","PP31318","Bailteaone"
"1870","Populus x euramericana","Populus x canadensis","PP36135","NextGen"
"1871","Phlebodium aureum (L.) J. Sm.","Phlebodium aureum","PP32332","RAADPHLE01"
"1872","Fragaria ×ananassa DUCH","Fragaria x ananassa","PP20447","CRISTAL"
"1873","Echinacea purpurea X Redbeckia hirta","Echinacea purpurea","PP34654","ET RDB 816"
"1874","Salvia greffii","Salvia greggii","PP20076","Flosalg02"
"1875","Helianthus decapetalus hybrid","Helianthus decapetalus","PP33506","BullHelidec 0201"
"1876","Hibiscus moscheutos×H. rosa-sinensis","Hibiscus moscheutos","PP16669","Cherub"
"1877","Vitis labrusca L.×Vitis Vinifera L.","Vitis labrusca","PP25746","Gratitude"
"1878","Stokesia laevis (Hill) Green","Stokesia laevis","PP36168","Riptide"
"1879","Taxodium distichum","Taxodium distichum","PP22812","Skyward"
"1880","Taxodium distichum","Taxodium distichum","PP34009","TDMTF"
"1881","Juglans hindsii×Juglans regia","Juglans hindsii","PP21179","VX211"
"1882","Hibiscus coccineus","Hibiscus coccineus","PP31751","Whit XXII"
"1883","Prunus serotina Ehrh","Prunus serotina","PP16740","AFTC-1"
"1884","Cliftonia monophylla","Cliftonia monophylla","PP35111","BLCM05"
"1885","Comptonia peregrina","Comptonia peregrina","PP32238","Blue Sea"
"1886","Tripsacum dactyloides x Miscanthus sacchariflorus","Tripsacum dactyloides","PP35597","Mammoth"
"1887","Aster novi-belgi (now Symphyotrichum novi-belgii)","Symphyotrichum novi-belgii","PP21211","Dasdebi"
"1888","Poa arachnifera Torr. x P. pratensis L.F1 hybrid","Poa arachnifera","PP34353","TAES 5701"
"1889","Salvia greggii×S. microphylla","Salvia greggii","PP28042","Elk White Ice"
"1890","Thuja occidentalis / THUJA Plant","Thuja occidentalis","PP24013","Concesarini"
"1891","Lonicera caerulea var. Kamtschatica","Lonicera caerulea","PP26617","Dolce Vita"
"1892","Cladrastis kentukea","Cladrastis kentukea","PP28271","White Rain"
"1893","Helianthus salicifolius","Helianthus salicifolius","PP30117","Autumn Gold"
"1894","Yucca filamentosa x Yucca pallida","Yucca filamentosa","PP31437","Silver Anniversary"
"1895","Phlox subulata×Phlox bifida","Phlox subulata","PP28738","Running With Scissors"
"1896","Thuja plicata x Thuja standishii","Thuja plicata","PP31297","T p x T s Junior Giant"
"1897","Ericaceae Vaccinium corymbosum hybrid","Vaccinium corymbosum","PP34989","C14-771"
"1898","Prunus caroliniana","Prunus caroliniana","PP34798","‘Whit XXXIV’"
"1899","Corylus americana X Corylus avellana","Corylus americana","PP34790","Photon"
"1900","(Corylus americana x Corylus avellana) x Corylus avellana cultivar","Corylus americana","PP33561","OSU 541.147"
"1901","Portulaca umbracticola","Portulaca umbraticola","PP36367","Fantastic"
"1902","Juglans nigra","Juglans nigra","PP15792","Beineke 8"
"1903","Phlox paniculata hybrid","Phlox paniculata","PP19610","Watermelon Punch"
"1904","Rudbeckia subtomentosa","Rudbeckia subtomentosa","PP23590","Little Henry"
"1905","Coreopsis verticillate","Coreopsis verticillata","PP30909","Red Hot Vanilla"
"1906","Clematis freemontii x Clematis integrifolia","Clematis fremontii","PP30556","Stand by Me"
"1907","Rhododendron catawbiense","Rhododendron catawbiense","PP33702","Royal Resilience"
"1908","Hydrangea quercifolia Bartr.","Hydrangea quercifolia","PP25319","PIIHQ-I"
"1909","Ilex×attenuate","Ilex x attenuata","PP20997","IABOF"
"1910","Liatris spicata (L.) Willd.","Liatris spicata","PP29296","BCLT-08.001"
"1911","Fragaria×ananassa (Duch.) Guedes","Fragaria x ananassa","PP23246","MALWINA"
"1912","Chasmanthium latifolium","Chasmanthium latifolium","PP20643","River Mist"
"1913","Rubus subgenus Rubus Watson.","Rubus pensilvanicus","PP27032","APF-236T"
"1914","Poa arachnifera Torr.x P. pratensis L.F1 hybrid","Poa arachnifera","PP34672","DALBG 1201"
"1915","Mahonia repens","Berberis repens","PP28549","MONRWS"
"1916","Hydrangea x arborescens subsp. radiata","Hydrangea radiata","PP34418","‘SMNHRL’"
"1917","Monarda hybrida","Monarda fistulosa var. fistulosa","PP30347","Electric Neon Pink"
"1918","Nephrolepis obliterata","Nephrolepis obliterata","PP16531","Sunjest"
"1919","Portulaca umbraticola","Portulaca umbraticola","PP32614","DPORMOJAFU"
"1920","Dasiphora fruiticosa","Dasiphora fruticosa","PP30710","SMNPPS"
"1921","Aster novi-belgi (now Symphyotriuchum novi-belgii)","Symphyotrichum novi-belgii","PP21166","DASING"
"1922","Vanilla planifolia","Vanilla planifolia","PP30964","Handa"
"1923","Salvia mohavensis x Salvia clevelandii","Salvia mohavensis","PP34489","‘MSWNBoyton1’"
